CONCISE NET LIST - 1  
SMC_PDU_I2_3.3V          GA1              124      SMC_FPGA-734-220-50,DTG
SMC_PDU_I2_3.3V          RN4              1        8RES-636-413-04,DTG
SMC_PDU_I2_3.3V          TP19             1        TESTPOINT-359-537-00,DTG
SMC_PDU_K1_ON_3.3V       GA1              140      SMC_FPGA-734-220-50,DTG
SMC_PDU_K1_ON_3.3V       RN5              1        8RES-636-413-04,DTG
SMC_PDU_K1_ON_3.3V       TP23             1        TESTPOINT-359-537-00,DTG
SMC_PDU_MAINT_3.3V       GA1              20       SMC_FPGA-734-220-50,DTG
SMC_PDU_MAINT_3.3V       RN6              12       8RES-636-413-04,DTG
SMC_PDU_MAINT_3.3V       TP35             1        TESTPOINT-359-537-00,DTG
SMC_PDU_V0_3.3V          GA1              117      SMC_FPGA-734-220-50,DTG
SMC_PDU_V0_3.3V          RN4              5        8RES-636-413-04,DTG
SMC_PDU_V0_3.3V          TP16             1        TESTPOINT-359-537-00,DTG
SMC_PDU_V1_3.3V          GA1              132      SMC_FPGA-734-220-50,DTG
SMC_PDU_V1_3.3V          RN5              6        8RES-636-413-04,DTG
SMC_PDU_V2_3.3V          GA1              131      SMC_FPGA-734-220-50,DTG
SMC_PDU_V2_3.3V          RN5              7        8RES-636-413-04,DTG
SMC_PDU_VAB_3.3V         GA1              135      SMC_FPGA-734-220-50,DTG
SMC_PDU_VAB_3.3V         RN5              4        8RES-636-413-04,DTG
SMC_PDU_VAB_3.3V         TP22             1        TESTPOINT-359-537-00,DTG
SMC_PDU_VAC_3.3V         GA1              139      SMC_FPGA-734-220-50,DTG
SMC_PDU_VAC_3.3V         RN5              2        8RES-636-413-04,DTG
SMC_PDU_VBC_3.3V         GA1              138      SMC_FPGA-734-220-50,DTG
SMC_PDU_VBC_3.3V         RN5              3        8RES-636-413-04,DTG
SMC_SC_FAN_IN_MONITOR    R8               1        RES-629-000-00,DTG
SMC_SC_FAN_IN_MONITOR    U7               1        NC7WZ17-741-645-00,DTG
SMC_SC_FAN_IN_MONITOR_3.3V GA1              83       SMC_FPGA-734-220-50,DTG
SMC_SC_FAN_IN_MONITOR_3.3V R4               2        RES-636-151-00,DTG
SMC_SC_FAN_IN_MONITOR_3.3V R8               2        RES-629-000-00,DTG
SMC_SC_FAN_IN_MONITOR_3.3V TP7              1        TESTPOINT-359-537-00,DTG
SMC_SPR2_FAN_IN_MON      R6               1        RES-629-000-00,DTG
SMC_SPR2_FAN_IN_MON      U6               1        NC7WZ17-741-645-00,DTG
SMC_SPR2_FAN_IN_MON_3.3V GA1              85       SMC_FPGA-734-220-50,DTG
SMC_SPR2_FAN_IN_MON_3.3V R2               2        RES-636-151-00,DTG
SMC_SPR2_FAN_IN_MON_3.3V R6               2        RES-629-000-00,DTG
SMC_SPR2_FAN_IN_MON_3.3V R21              1        RES-629-000-00,DTG
SMC_SPR2_FAN_IN_MON_3.3V TP9              1        TESTPOINT-359-537-00,DTG
SMC_SPR_FAN_IN_MONITOR   R7               1        RES-629-000-00,DTG
SMC_SPR_FAN_IN_MONITOR   U6               3        NC7WZ17-741-645-00,DTG
SMC_SPR_FAN_IN_MONITOR_3.3V GA1              84       SMC_FPGA-734-220-50,DTG
SMC_SPR_FAN_IN_MONITOR_3.3V R3               2        RES-636-151-00,DTG
SMC_SPR_FAN_IN_MONITOR_3.3V R7               2        RES-629-000-00,DTG
SMC_SPR_FAN_IN_MONITOR_3.3V R20              1        RES-629-000-00,DTG
SMC_SPR_FAN_IN_MONITOR_3.3V TP8              1        TESTPOINT-359-537-00,DTG
SMC_TH_FAN_IN_MONITOR    R9               1        RES-629-000-00,DTG
SMC_TH_FAN_IN_MONITOR    U7               3        NC7WZ17-741-645-00,DTG
SMC_TH_FAN_IN_MONITOR_3.3V GA1              82       SMC_FPGA-734-220-50,DTG
